index,date,formatted date,grid,plot,Tree tag,gps tag,gps used,side,zone,fixed area,Species,fixed ht cm,Diameter 1,Diameter 2,Diameter 3,Diameter 4,Diameter 5,# Stems,Breaking,Age,Resprout,strip Circumference,Additive circumferance,area <3m stripped,Age strip,Bark Regrowth,Borers,Fire,Toppled,Resprout,Ele?,Alive,data entered bY
479,28-May-18,28-May-18,4,12,610,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,96,0.51,0.68,0.45,1.76,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
480,28-May-18,28-May-18,4,12,611,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,110,0.51,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
481,28-May-18,28-May-18,4,12,612,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,121,0.95,2.33,0.45,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
478,28-May-18,28-May-18,4,12,609,NA,NA,A,2,0 to 2,Gymnosporia senegalensis,146,2.62,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
483,28-May-18,28-May-18,4,12,614,NA,NA,A,3,0 to 2,Dalbergia melanoxylon,55,0.59,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
485,28-May-18,28-May-18,4,12,616,NA,NA,A,3,0 to 2,Dalbergia melanoxylon,51,0.69,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
484,28-May-18,28-May-18,4,12,615,NA,NA,A,3,0 to 2,Dalbergia melanoxylon,95,0.81,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
482,28-May-18,28-May-18,4,12,613,NA,NA,A,3,0 to 2,Gymnosporia senegalensis,65,0.83,0.41,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
489,28-May-18,28-May-18,4,12,699,NA,NA,A,3,0 to 2,Rhus gueinzii,45,0.838,0.401,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
491,28-May-18,28-May-18,4,12,669,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,23,0.253,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
492,28-May-18,28-May-18,4,12,654,NA,NA,A,4,0 to 2,Senegalia nigrescens,38,0.581,0.594,0.701,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
490,28-May-18,28-May-18,4,12,670,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,56,0.862,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
441,28-May-18,28-May-18,4,16,135,NA,NA,A,4,0 to 2,Ehretia rigida,72,0.95,1.19,1.01,1.68,0.89,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
439,28-May-18,28-May-18,4,16,133,NA,NA,A,4,0 to 2,Ehretia rigida,92,1.08,1.55,1.44,0.92,1.06,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
440,28-May-18,28-May-18,4,16,134,NA,NA,A,4,0 to 2,Ehretia rigida,48,1.14,0.15,1.05,2.65,1.67,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
438,28-May-18,28-May-18,4,16,132,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,55,0.48,0.54,0.26,0.38,0.16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
437,28-May-18,28-May-18,4,16,131,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,60,0.93,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
436,28-May-18,28-May-18,4,16,130,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,91,1.06,1.05,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
433,28-May-18,28-May-18,4,16,5,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,100,1.425,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
434,28-May-18,28-May-18,4,16,4,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,120,1.93,0.79,2.77,1.41,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
435,28-May-18,28-May-18,4,16,129,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,130,2.75,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
464,28-May-18,28-May-18,4,18,158,NA,NA,A,2,0 to 2,Ehretia rigida,29,0.28,0.24,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
463,28-May-18,28-May-18,4,18,157,NA,NA,A,2,0 to 2,Ehretia rigida,41,0.52,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
458,28-May-18,28-May-18,4,18,152,NA,NA,A,3,0 to 2,Ehretia rigida,14,0.14,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
461,28-May-18,28-May-18,4,18,155,NA,NA,A,3,0 to 2,Ehretia rigida,10,0.15,0.19,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
459,28-May-18,28-May-18,4,18,153,NA,NA,A,3,0 to 2,Ehretia rigida,20,0.31,0.39,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
457,28-May-18,28-May-18,4,18,151,NA,NA,A,3,0 to 2,Ehretia rigida,33,0.32,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
456,28-May-18,28-May-18,4,18,150,NA,NA,A,3,0 to 2,Ehretia rigida,45,0.38,0.34,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
462,28-May-18,28-May-18,4,18,156,NA,NA,A,3,0 to 2,Ehretia rigida,41,0.42,0.65,0.32,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
460,28-May-18,28-May-18,4,18,154,NA,NA,A,3,0 to 2,Ehretia rigida,33,0.43,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
450,28-May-18,28-May-18,4,18,144,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,26,0.16,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
452,28-May-18,28-May-18,4,18,146,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,32,0.44,0.53,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
454,28-May-18,28-May-18,4,18,148,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,43,0.5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
445,28-May-18,28-May-18,4,18,139,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,56,0.56,0.55,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
455,28-May-18,28-May-18,4,18,149,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,43,0.59,0.09,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
444,28-May-18,28-May-18,4,18,138,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,65,0.61,0.32,0.51,0.28,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
446,28-May-18,28-May-18,4,18,140,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,67,0.65,0.49,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
453,28-May-18,28-May-18,4,18,147,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,52,0.68,0.58,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
447,28-May-18,28-May-18,4,18,141,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,69,0.74,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
449,28-May-18,28-May-18,4,18,143,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,60,0.92,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
448,28-May-18,28-May-18,4,18,142,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,82,1.12,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
451,28-May-18,28-May-18,4,18,145,NA,NA,A,4,0 to 2,Ormocarpum trichocarpum,57,1.16,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
443,28-May-18,28-May-18,4,18,137,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,82,0.57,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
442,28-May-18,28-May-18,4,18,136,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,62,0.74,0.52,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
78,May 28-2018,28-May-18,4,29,867,NA,NA,A,1,0 to 2,Ehretia amoena,23,0.29,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
76,May 28-2018,28-May-18,4,29,860,NA,NA,A,1,0 to 2,Ehretia rigida,31,0.46,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
74,May 28-2018,28-May-18,4,29,862,NA,NA,A,1,0 to 2,Ehretia rigida,34,0.49,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
75,May 28-2018,28-May-18,4,29,861,NA,NA,A,1,0 to 2,Ehretia rigida,17,0.59,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
77,May 28-2018,28-May-18,4,29,863,NA,NA,A,1,0 to 2,Ehretia amoena,22,0.7,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
81,May 28-2018,28-May-18,4,29,865,NA,NA,A,4,0 to 2,Commiphora schimperi,24.5,0.16,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
84,May 28-2018,28-May-18,4,29,872,NA,NA,A,4,0 to 2,Commiphora schimperi,23.4,0.39,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
85,May 28-2018,28-May-18,4,29,857,NA,NA,A,4,0 to 2,Commiphora schimperi,20,0.42,0.45,0.63,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
80,May 28-2018,28-May-18,4,29,859,NA,NA,A,4,0 to 2,Commiphora schimperi,24,0.43,0.55,0.41,0.55,0.53,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
86,May 28-2018,28-May-18,4,29,856,NA,NA,A,4,0 to 2,Commiphora schimperi,38,0.45,0.46,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
79,May 28-2018,28-May-18,4,29,998,NA,NA,A,4,0 to 2,Commiphora schimperi,23,0.53,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
83,May 28-2018,28-May-18,4,29,858,NA,NA,A,4,0 to 2,Commiphora schimperi,49,0.74,0.8,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
82,May 28-2018,28-May-18,4,29,864,NA,NA,A,4,0 to 2,Commiphora schimperi,56,0.92,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
379,28-May-18,28-May-18,4,29,942,NA,NA,B,1,0 to 2,Dichrostachys cinerea,25,0.21,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
380,28-May-18,28-May-18,4,29,947,NA,NA,B,1,0 to 2,Albizia forbesii,47,0.35,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
381,28-May-18,28-May-18,4,29,948,NA,NA,B,1,0 to 2,Albizia forbesii,42,0.38,0.27,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
378,28-May-18,28-May-18,4,29,944,NA,NA,B,1,0 to 2,Ehretia rigida,35,0.97,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
384,28-May-18,28-May-18,4,29,950,NA,NA,B,4,0 to 2,Commiphora schimperi,44,0.25,0.54,0.27,0.39,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
385,28-May-18,28-May-18,4,29,951,NA,NA,B,4,0 to 2,Commiphora schimperi,30,0.29,0.5,0.31,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
386,28-May-18,28-May-18,4,29,951,NA,NA,B,4,0 to 2,Commiphora schimperi,24,0.32,0.44,0.24,0.34,0.28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
382,28-May-18,28-May-18,4,29,977,NA,NA,B,4,0 to 2,Commiphora schimperi,47,0.42,0.37,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
383,28-May-18,28-May-18,4,29,949,NA,NA,B,4,0 to 2,Flueggea virosa,58,0.63,0.43,0.52,0.38,0.87,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
387,28-May-18,28-May-18,4,29,953,NA,NA,B,5,0 to 2,Commiphora schimperi,53,0.19,0.32,0.51,0.54,0.27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
389,28-May-18,28-May-18,4,29,955,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,77,0.64,0.53,0.73,0.68,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
388,28-May-18,28-May-18,4,29,954,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,62,0.69,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
1,5/26/2018,26-May-18,4,29,100,100,OTS 10,NA,NA,0 to 25,Senegalia nigrescens,510.00,33.9,,,,,1,50,Old,N,NA,NA,53,Old,0,10,0,N,N,Y,Y,Amu
276,28-May,28-May-18,4,29,583,NA,NA,A,1,2 to 10,Senegalia nigrescens,330.00,31.7,,,,,1,30,New,Y,0,0,0,NA,0,0,0,N,N,Y,Y,GarY + DannY
372,28-May,28-May-18,4,31,626,NA,NA,B,1,0 to 2,Commiphora schimperi,62,0.74,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
373,28-May,28-May-18,4,31,619,NA,NA,B,1,0 to 2,Flueggea virosa,142,1.07,1.11,0.8,0.61,1.24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
371,28-May,28-May-18,4,31,620,NA,NA,B,1,0 to 2,Flueggea virosa,110,1.25,1.54,0.23,1.32,1.99,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
374,28-May,28-May-18,4,31,666,NA,NA,B,3,0 to 2,Ehretia rigida,32,0.31,0.56,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
375,28-May,28-May-18,4,31,667,NA,NA,B,4,0 to 2,Ormocarpum trichocarpum,37,0.65,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
376,28-May,28-May-18,4,31,687,NA,NA,B,5,0 to 2,Ehretia rigida,26,0.28,0.21,0.31,1.06,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
4,5/26/2018,26-May-18,4,31,,NA,OTS 10,NA,NA,0 to 25,Senegalia nigrescens,660.00,26.5,,,,,1,0,Old,N,0,0,0,Old,0,0,0,N,N,Y,n,Amu
288,28-May,28-May-18,4,31,740,NA,NA,A,2,2 to 10,Senegalia nigrescens,320.00,11.2,5.8,,,,2,40,New,Y,0,0,0,NA,0,0,0,N,N,Y,Y,GarY + DannY
289,28-May,28-May-18,4,31,No-tag,NA,NA,B,4,2 to 10,Senegalia nigrescens,210.00,8.7,15,,,,2,30,Old,N,0,0,0,NA,0,0,0,N,N,Y,N,GarY + DannY
290,28-May,28-May-18,4,31,772,NA,NA,B,5,2 to 10,Senegalia nigrescens,400.00,11.4,12.3,,,,2,30,Old,N,2,0,2,Old,20,0,0,N,N,Y,Y,GarY + DannY
431,28-May-18,28-May-18,4,33,617,NA,NA,A,3,0 to 2,Commiphora schimperi,66,0.18,0.43,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
428,28-May-18,28-May-18,4,33,674,NA,NA,A,3,0 to 2,Commiphora schimperi,35,0.37,0.42,0.44,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
430,28-May-18,28-May-18,4,33,618,NA,NA,A,3,0 to 2,Commiphora schimperi,49,0.44,0.25,0.35,0.29,0.45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
427,28-May-18,28-May-18,4,33,680,NA,NA,A,3,0 to 2,Commiphora schimperi,52,0.48,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
429,28-May-18,28-May-18,4,33,675,NA,NA,A,3,0 to 2,Commiphora schimperi,51,0.74,0.38,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
432,28-May-18,28-May-18,4,33,671,NA,NA,A,3,0 to 2,Commiphora schimperi,58,1.04,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
426,28-May-18,28-May-18,4,33,681,NA,NA,A,4,0 to 2,Commiphora schimperi,60,0.48,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
419,28-May-18,28-May-18,4,33,682,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,42,0.17,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
423,28-May-18,28-May-18,4,33,676,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,38,0.29,0.32,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
416,28-May-18,28-May-18,4,33,689,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,25,0.34,0.3,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
415,28-May-18,28-May-18,4,33,688,NA,NA,A,5,0 to 2,Senegalia nigrescens,42,0.35,0.249,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
422,28-May-18,28-May-18,4,33,678,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,28,0.36,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
421,28-May-18,28-May-18,4,33,686,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,44,0.43,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
420,28-May-18,28-May-18,4,33,683,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,68,0.47,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
424,28-May-18,28-May-18,4,33,679,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,47,0.57,0.34,0.51,0.22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
425,28-May-18,28-May-18,4,33,677,NA,NA,A,5,0 to 2,Commiphora schimperi,67,0.58,0.22,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
418,28-May-18,28-May-18,4,33,684,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,67,0.66,1.06,0.45,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
417,28-May-18,28-May-18,4,33,685,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,41,0.83,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Amu and Phindile
363,28-May,28-May-18,4,33,No-tag,NA,NA,B,1,0 to 2,Ehretia rigida,20,0.2,0.3,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
364,28-May,28-May-18,4,33,No-tag,NA,NA,B,1,0 to 2,Ehretia rigida,25,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
365,28-May,28-May-18,4,33,No-tag,NA,NA,B,1,0 to 2,Grewia villosa ,30,0.4,0.5,0.2,0.3,0.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
367,28-May,28-May-18,4,33,No-tag,NA,NA,B,2,0 to 2,Grewia villosa ,20,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
366,28-May,28-May-18,4,33,No-tag,NA,NA,B,2,0 to 2,Ehretia amoena,55,0.5,0.4,0.3,0.5,0.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
368,28-May,28-May-18,4,33,No-tag,NA,NA,B,3,0 to 2,Grewia villosa ,50,0.8,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
369,28-May,28-May-18,4,33,No-tag,NA,NA,B,4,0 to 2,Commiphora schimperi,50,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
370,28-May,28-May-18,4,33,No-tag,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,15,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,GarY + DannY
2,5/26/2018,26-May-18,4,33,99,99,OTS 10,NA,NA,0 to 25,Senegalia nigrescens,500.00,6.2,10.9,12.3,,,3,50,New,N,5,NA,5,od,1,0,0,N,N,Y,Y,Amu
286,28-May,28-May-18,4,33,No-tag,NA,NA,A,3,2 to 10,Senegalia nigrescens,NA,7,12.9,10.5,,,3,80,Old,N,0,0,0,NA,0,0,0,N,N,Y,N,GarY + DannY
287,28-May,28-May-18,4,33,no-tag,NA,NA,A,4,2 to 10,Senegalia nigrescens,NA,11.5,8.5,11,,,3,80,Old,N,0,0,0,NA,0,0,0,N,N,Y,N,GarY + DannY
92,May 28-2020,28-May-18,4,35,841,NA,NA,A,5,0 to 2,Dichrostachys cinerea,150,0.35,1.4,3.4,3.9,1.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,Y,Sbo
88,May 28-2018,28-May-18,4,35,876,NA,NA,A,5,0 to 2,Commiphora schimperi,45,0.51,0.68,0.49,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
89,May 28-2018,28-May-18,4,35,875,NA,NA,A,5,0 to 2,Commiphora schimperi,31,0.67,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
90,May 28-2018,28-May-18,4,35,838,NA,NA,A,5,0 to 2,Commiphora schimperi,110,0.79,0.3,0.34,0.146,0.29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
87,May 28-2018,28-May-18,4,35,877,NA,NA,A,5,0 to 2,Commiphora schimperi,69,0.83,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
102,May 28-2030,28-May-18,4,35,852,NA,NA,A,5,0 to 2,Ehretia amoena,40.5,2.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
97,May 28-2025,28-May-18,4,35,846,NA,NA,A,5,0 to 2,Commiphora schimperi,61,2.8,3.3,8.5,5.3,5.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,Y,Sbo
104,May 28-2032,28-May-18,4,35,855,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,38,2.9,2.9,,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
93,May 28-2021,28-May-18,4,35,842,NA,NA,A,5,0 to 2,Ehretia amoena,32,3.1,2.9,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
100,May 28-2028,28-May-18,4,35,849,NA,NA,A,5,0 to 2,Commiphora schimperi,38,0.39,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
101,May 28-2029,28-May-18,4,35,850,NA,NA,A,5,0 to 2,Commiphora schimperi,44,0.39,3.97,4.22,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Sbo
